YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2004.0,GMC,C1500 YUKON,SUV,4.8,8.0,A4,X,15.1,11.4,13.4,21.0,308.0
2006.0,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.8,4.0,M5,X,13.8,9.3,11.7,24.0,269.0
2012.0,NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,Z,11.8,7.9,10.0,28.0,230.0
2004.0,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,4.0,8.0,M6,Z,14.0,8.9,11.7,24.0,269.0
2014.0,TOYOTA,VENZA,SUV - SMALL,3.5,6.0,AS6,X,11.1,7.7,9.6,29.0,221.0
2007.0,CHEVROLET,COBALT #,SUBCOMPACT,2.0,4.0,M5,Z,10.5,7.1,9.0,31.0,207.0
2021.0,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,5.3,8.0,A10,X,15.6,11.4,13.7,21.0,321.0
2009.0,LEXUS,GS 450H,COMPACT,3.5,6.0,AS6,Z,8.7,7.8,8.2,34.0,189.0
2001.0,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6.0,AS4,X,12.3,8.1,10.4,27.0,239.0
2002.0,CHEVROLET,K2500 SILVERADO 4X4 BI-FUEL,PICKUP TRUCK - STANDARD,6.0,8.0,A4,N,21.3,16.2,19.0,15.0,359.0
2015.0,AUDI,A8L,FULL-SIZE,4.0,8.0,AS8,Z,13.2,8.3,11.0,26.0,258.0
2005.0,BUICK,RENDEZVOUS,SUV,3.6,6.0,A4,X,12.8,8.1,10.7,26.0,246.0
2011.0,JEEP,PATRIOT,SUV,2.4,4.0,AV,X,9.6,7.4,8.6,33.0,198.0
2000.0,SAAB,9-5 TURBO,FULL-SIZE,2.3,4.0,A4,X,12.4,8.2,10.5,27.0,242.0
2014.0,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,7.5,5.4,6.6,43.0,152.0
2007.0,VOLKSWAGEN,GTI,COMPACT,2.0,4.0,M6,Z,10.1,6.8,8.6,33.0,198.0
2015.0,BMW,528i SEDAN,MID-SIZE,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0
2001.0,INFINITI,I30,MID-SIZE,3.0,6.0,A4,X,12.1,8.1,10.3,27.0,237.0
2003.0,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8.0,A4,X,19.2,15.5,17.5,16.0,402.0
2021.0,Mazda,MX-5 (SIL),Two-seater,2.0,4.0,M6,Z,9.0,7.0,8.1,35.0,189.0
2014.0,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,A6,Z,10.2,8.0,9.3,30.0,214.0
2001.0,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4.0,M5,E,15.6,11.0,13.5,21.0,216.0
2006.0,MAZDA,TRIBUTE,SUV,2.3,4.0,A4,X,10.4,8.4,9.5,30.0,218.0
2003.0,FORD,TAURUS FFV,MID-SIZE,3.0,6.0,A4,E,16.9,10.8,14.2,20.0,227.0
2007.0,PONTIAC,WAVE 5,SUBCOMPACT,1.6,4.0,A4,X,9.1,6.3,7.8,36.0,179.0
2008.0,AUDI,S8,MID-SIZE,5.2,10.0,AS6,Z,16.6,10.8,14.0,20.0,322.0
2020.0,UNKNOWN,IS 250,UNKNOWN,,,AS7,X,12.9,-20.0,10.7,28.0,
2016.0,KIA,RIO,COMPACT,1.6,4.0,AS6,X,8.7,6.3,7.7,37.0,178.0
2011.0,TOYOTA,FJ CRUISER 4WD,SUV,4.0,6.0,A5,X,12.4,9.5,11.1,25.0,255.0
2013.0,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4.0,A6,Z,7.9,5.8,7.0,40.0,161.0
2020.0,Porsche,718 Boxster,Two-seater,2.0,4.0,AM7,Z,11.0,8.7,10.0,28.0,233.0
2018.0,Honda,Civic Hatchback,Full-size,1.5,4.0,AV7,X,7.9,6.6,7.3,39.0,170.0
2020.0,Audi,Q3 quattro,SUV: Small,2.0,4.0,AS8,X,12.3,8.6,10.6,27.0,248.0
2010.0,TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS6,X,9.0,6.1,7.7,37.0,177.0
2000.0,DODGE,RAM 1500 VAN,VAN - CARGO,5.2,8.0,A4,X,17.7,11.5,14.9,19.0,343.0
2001.0,MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6.0,A5,X,14.7,10.5,12.8,22.0,294.0
2001.0,ACURA,1.7EL,COMPACT,1.7,4.0,M5,X,7.7,6.2,7.0,40.0,161.0
2015.0,LEXUS,IS 250,COMPACT,2.5,6.0,AS6,Z,11.1,7.8,9.6,29.0,221.0
2010.0,KIA,FORTE,COMPACT,2.0,4.0,AS4,X,8.1,5.8,7.1,40.0,163.0
2017.0,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,X,11.5,8.3,10.1,28.0,237.0
2010.0,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4.0,M5,X,11.4,7.8,9.8,29.0,225.0
2015.0,VOLVO,S80 T5,MID-SIZE,2.0,4.0,AS8,X,9.8,6.6,8.4,34.0,193.0
2008.0,LAND ROVER,RANGE ROVER 4X4,SUV,4.4,8.0,AS6,X,17.3,11.2,14.5,19.0,334.0
2003.0,PONTIAC,BONNEVILLE,FULL-SIZE,3.8,6.0,A4,X,12.0,7.4,9.9,29.0,228.0
2022.0,Honda,Civic Hatchback,Full-size,1.5,4.0,M6,X,8.5,6.3,7.5,38.0,175.0
2010.0,TOYOTA,HIGHLANDER,SUV,2.7,4.0,AS6,X,10.4,7.3,9.0,31.0,207.0
2011.0,LAND ROVER,RANGE ROVER SPORT HSE,SUV,5.0,8.0,A6,Z,16.9,11.2,14.3,20.0,329.0
2016.0,INFINITI,QX60 AWD,SUV - SMALL,3.5,6.0,AV7,Z,12.2,8.9,10.7,26.0,252.0
2015.0,ACURA,ILX,COMPACT,2.4,4.0,M6,Z,10.8,7.4,9.3,30.0,214.0
2002.0,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4.0,A5,X,12.0,7.5,10.0,28.0,230.0
2002.0,SUBARU,LEGACY AWD,COMPACT,2.5,4.0,A4,X,10.8,8.0,9.5,30.0,218.0
2017.0,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4.0,AS6,X,9.8,7.7,8.8,32.0,208.0
2015.0,SCION,xB,STATION WAGON - SMALL,2.4,4.0,M5,X,10.8,8.5,9.8,29.0,225.0
2017.0,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4.0,AV,X,8.7,6.6,7.8,36.0,180.0
2019.0,Kia,Niro Touring,Station wagon: Small,1.6,4.0,AM6,X,5.1,5.8,5.4,52.0,129.0
2008.0,SATURN,SKY,TWO-SEATER,2.4,4.0,M5,Z,11.1,8.0,9.7,29.0,223.0
2005.0,FORD,EXPLORER SPORT TRAC FFV,PICKUP TRUCK - STANDARD,4.0,6.0,A5,E,19.8,14.0,17.2,16.0,275.0
2016.0,VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4.0,AM7,Z,5.7,4.9,5.3,53.0,124.0
2007.0,JAGUAR,VANDEN PLAS,FULL-SIZE,4.2,8.0,A6,Z,13.0,8.1,10.8,26.0,248.0
2008.0,AUDI,TT COUPE,SUBCOMPACT,2.0,4.0,AS6,Z,9.0,6.3,7.8,36.0,179.0
2006.0,DODGE,GRAND CARAVAN C/V,MINIVAN,3.3,6.0,A4,X,12.2,8.2,10.4,27.0,239.0
2019.0,BMW,X4 M40i,SUV: Small,3.0,6.0,AS8,Z,11.9,8.7,10.4,27.0,245.0
2009.0,SATURN,OUTLOOK,SUV,3.6,6.0,A6,X,12.7,8.4,10.8,26.0,248.0
2008.0,PONTIAC,TORRENT,SUV,3.4,5.0,A5,X,12.2,8.3,10.4,27.0,239.0
2007.0,FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.6,8.0,A6,X,16.5,10.7,13.9,20.0,320.0
2012.0,HONDA,PILOT,SUV,3.5,6.0,A5,X,11.8,7.8,10.0,28.0,230.0
2011.0,BMW,335is COUPE,SUBCOMPACT,3.0,6.0,AM7,Z,12.3,8.4,10.5,27.0,242.0
2005.0,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,MINICOMPACT,2.0,4.0,AS6,X,11.0,7.0,9.2,31.0,212.0
2000.0,KIA,SPORTAGE 4X4,SUV,2.0,4.0,A4,X,11.9,10.3,11.2,25.0,258.0
2016.0,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,AS6,Z,11.7,9.5,10.7,26.0,251.0
2008.0,PONTIAC,WAVE,COMPACT,1.6,4.0,A4,X,9.0,6.2,7.8,36.0,179.0
2018.0,Toyota,Camry,Mid-size,2.5,4.0,AS8,X,8.1,5.7,6.9,41.0,164.0
2019.0,Jaguar,XE 20d AWD,Compact,2.0,4.0,AS8,D,7.8,5.8,6.9,41.0,186.0
2004.0,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,3.0,6.0,AS5,Z,12.8,8.4,10.8,26.0,248.0
2017.0,BMW,340i,COMPACT,3.0,6.0,M6,Z,12.2,8.2,10.4,27.0,242.0
2010.0,FERRARI,599 GTB FIORANO,TWO-SEATER,6.0,12.0,AS6,Z,20.1,13.2,17.0,17.0,391.0
2004.0,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,1.8,4.0,AS5,Z,11.7,7.6,9.9,29.0,228.0
2000.0,GMC,PATRIOT 4X4,SUBCOMPACT,-17.0,,AV,X,-25.0,,13.2,51.0,
2004.0,FORD,E250 VAN,VAN - CARGO,4.6,8.0,A4,X,15.9,11.4,13.9,20.0,320.0
2003.0,ACURA,1.7EL,COMPACT,1.7,4.0,M5,X,7.8,6.1,7.0,40.0,161.0
2021.0,Chevrolet,Colorado,Pickup truck: Small,2.8,4.0,A6,D,11.8,7.9,10.1,28.0,294.0
2022.0,Bentley,Continental GT,Subcompact,4.0,8.0,AM8,Z,14.9,9.0,12.2,23.0,287.0
2017.0,NISSAN,370Z,TWO-SEATER,3.7,6.0,AS7,Z,12.6,9.3,11.1,25.0,261.0
2011.0,GMC,CANYON,PICKUP TRUCK - SMALL,5.3,8.0,A4,X,14.4,9.9,12.4,23.0,285.0
2010.0,LEXUS,GS 450h,COMPACT,3.5,6.0,AS6,Z,8.7,7.8,8.2,34.0,189.0
2006.0,VOLKSWAGEN,TOUAREG,SUV,3.2,6.0,AS6,Z,14.6,10.3,12.7,22.0,292.0
2010.0,BMW,528i,MID-SIZE,3.0,6.0,A6,Z,11.3,7.4,9.5,30.0,218.0
2015.0,FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,A6,X,8.7,6.9,7.9,36.0,182.0
2017.0,JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,X,11.3,8.7,10.1,28.0,238.0
2007.0,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,15.1,10.8,13.1,22.0,301.0
2015.0,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8.0,AM7,Z,15.1,9.7,12.7,22.0,292.0
2022.0,Honda,HR-V AWD,Station wagon: Small,1.8,4.0,AV7,X,9.1,7.7,8.5,33.0,200.0
2009.0,BMW,X5 xDRIVE 48i,SUV,4.8,8.0,A6,Z,15.6,10.2,13.2,21.0,304.0
2019.0,Nissan,Versa,Mid-size,1.6,4.0,M5,X,8.6,6.6,7.7,37.0,180.0
2006.0,PORSCHE,CARRERA 2S COUPE,MINICOMPACT,3.8,6.0,AS5,Z,12.7,8.5,10.8,26.0,248.0
2008.0,MERCEDES-BENZ,S 600 TURBO,FULL-SIZE,5.5,12.0,A5,Z,18.9,11.5,15.6,18.0,359.0
2018.0,Porsche,Cayman GTS,Two-seater,2.5,4.0,M6,Z,12.3,9.4,11.0,26.0,257.0
2016.0,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4.0,AM6,X,6.6,5.9,6.3,45.0,147.0
2016.0,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.7,9.0,9.4,30.0,220.0
2009.0,HYUNDAI,VERACRUZ 4X4,SUV,3.8,6.0,AS6,X,13.9,9.0,11.7,24.0,269.0
2002.0,DAEWOO,LEGANZA,MID-SIZE,2.2,4.0,A4,X,11.8,7.8,10.0,28.0,230.0
2016.0,KIA,SEDONA,MINIVAN,3.3,6.0,AS6,X,13.2,9.7,11.6,24.0,275.0
2015.0,CADILLAC,ATS,COMPACT,2.0,4.0,AS6,Z,11.1,7.9,9.7,29.0,223.0
2008.0,LAND ROVER,LR3 V8 4X4,SUV,4.4,8.0,AS6,X,17.2,11.5,14.8,19.0,340.0
2012.0,INFINITI,EX35 AWD,STATION WAGON - SMALL,3.5,6.0,AS7,Z,12.3,8.5,10.6,27.0,244.0
2009.0,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4.0,M5,X,9.5,6.8,8.3,34.0,191.0
2004.0,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8.0,A4,X,16.7,12.5,14.8,19.0,340.0
2016.0,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,E,20.5,14.5,17.8,16.0,296.0
2007.0,CHEVROLET,OPTRA,COMPACT,2.0,4.0,M5,X,10.4,7.1,9.0,31.0,207.0
2002.0,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6.0,M5,X,15.2,11.5,13.5,21.0,310.0
2017.0,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.6,10.4,27.0,245.0
2010.0,LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,Z,11.6,8.0,10.0,28.0,230.0
2001.0,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4.0,A4,X,10.9,8.1,9.6,29.0,221.0
2011.0,KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS4,X,7.9,6.4,7.2,39.0,166.0
2008.0,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8.0,A4,X,15.5,11.4,13.6,21.0,313.0
2016.0,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,13.1,10.1,11.7,24.0,275.0
2001.0,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.3,6.0,A4,X,13.3,9.0,11.4,25.0,262.0
2018.0,Kia,Soul,Station wagon: Small,1.6,4.0,AM7,X,9.1,7.7,8.5,33.0,199.0
2009.0,VOLKSWAGEN,RABBIT,COMPACT,2.5,5.0,AS6,X,10.5,7.2,9.0,31.0,207.0
2017.0,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,21.5,15.1,18.6,15.0,305.0
2006.0,ACURA,CSX,COMPACT,2.0,4.0,AS5,X,9.5,6.5,8.1,35.0,186.0
2011.0,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4.0,A4,X,11.6,8.8,10.3,27.0,237.0
2014.0,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6.0,AS7,Z,11.4,7.5,9.6,29.0,221.0
2005.0,CHEVROLET,CORVETTE,TWO-SEATER,6.0,8.0,A4,Z,12.8,8.1,10.7,26.0,246.0
2012.0,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8.0,M6,Z,14.9,10.5,12.9,22.0,297.0
2006.0,PORSCHE,CAYENNE S,SUV,4.5,8.0,AS6,Z,17.1,11.7,14.6,19.0,336.0
2011.0,HYUNDAI,TUCSON,SUV,2.0,4.0,AS6,X,9.1,6.5,7.9,36.0,182.0
2004.0,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,17.0,13.1,15.2,19.0,350.0
2011.0,HYUNDAI,SANTA FE 4WD,SUV,2.4,4.0,AS6,X,10.6,8.0,9.4,30.0,216.0
2005.0,GMC,K1500 YUKON AWD FFV,SUV,5.3,8.0,A4,X,17.9,13.3,15.8,18.0,363.0
2007.0,TOYOTA,HIGHLANDER AWD,SUV,3.3,6.0,A5,X,12.7,9.0,11.1,25.0,255.0
2010.0,HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,M5,X,9.7,6.2,8.1,35.0,186.0
2022.0,Kia,Seltos AWD,SUV: Small,1.6,4.0,AM7,X,9.4,7.9,8.7,32.0,205.0
2013.0,TOYOTA,HIGHLANDER 4WD,SUV - SMALL,3.5,6.0,AS5,X,12.6,8.7,10.9,26.0,251.0
2016.0,PORSCHE,CAYMAN,TWO-SEATER,2.7,6.0,M6,Z,11.5,7.9,9.9,29.0,232.0
2004.0,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8.0,A5,X,18.0,12.4,15.5,18.0,356.0
2014.0,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4.0,A6,X,9.2,6.3,7.9,36.0,182.0
2003.0,VOLKSWAGEN,JETTA WAGON,STATION WAGON - SMALL,1.8,4.0,AS5,Z,10.8,7.4,9.3,30.0,214.0
2016.0,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A8,X,14.8,9.3,12.3,23.0,289.0
2005.0,BMW,330i,COMPACT,3.0,6.0,AM6,Z,11.3,7.2,9.5,30.0,218.0
2016.0,BMW,340i,COMPACT,3.0,6.0,M6,Z,11.6,7.8,9.9,29.0,231.0
2003.0,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.0,6.0,AS4,Z,11.9,7.9,10.1,28.0,232.0
2013.0,VOLKSWAGEN,CC,COMPACT,2.0,4.0,AS6,Z,9.7,6.6,8.3,34.0,191.0
2022.0,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6.0,A9,Z,11.2,8.4,9.9,29.0,233.0
2008.0,CADILLAC,STS,MID-SIZE,4.6,8.0,AS6,Z,14.1,8.1,11.4,25.0,262.0
2020.0,Ford,F-150,Pickup truck: Standard,3.0,6.0,AS10,D,11.1,8.3,9.8,29.0,264.0
2010.0,SUBARU,IMPREZA 2.5i LTD WAGON,STATION WAGON - SMALL,2.5,4.0,AS4,X,10.4,7.7,9.2,31.0,212.0
2006.0,MERCEDES-BENZ,S 55 AMG #,FULL-SIZE,5.4,8.0,AS5,Z,16.1,9.9,13.3,21.0,306.0
2008.0,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,13.5,10.1,12.0,24.0,276.0
2010.0,PONTIAC,VIBE,STATION WAGON - SMALL,2.4,4.0,AS5,X,9.7,6.9,8.4,34.0,193.0
2007.0,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4.0,A4,X,8.2,6.3,7.3,39.0,168.0
2019.0,Chrysler,300 AWD FFV,Full-size,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258.0
2007.0,NISSAN,ALTIMA,MID-SIZE,3.5,6.0,AV,Z,10.6,7.7,9.3,30.0,214.0
2008.0,JEEP,COMMANDER 4X4 (MDS),SUV,5.7,8.0,A5,X,16.4,11.0,14.0,20.0,322.0
2020.0,Mercedes-Benz,GLA 250 4MATIC,SUV: Small,2.0,4.0,AM7,Z,10.2,7.5,9.0,31.0,211.0
-40.0,MINI,CR-V,STATION WAGON - SMALL,,,M6,UNKNOWN,11.7,,10.2,22.0,223.0
2006.0,CADILLAC,SRX,SUV,4.6,8.0,AS5,Z,16.1,9.1,13.0,22.0,299.0
2001.0,MERCEDES-BENZ,C 240,COMPACT,2.6,6.0,A5,Z,11.9,8.2,10.2,28.0,235.0
2017.0,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4.0,M6,X,11.0,8.3,9.8,29.0,229.0
2001.0,PONTIAC,AZTEK,SUV,3.4,6.0,A4,X,12.3,8.3,10.5,27.0,242.0
2014.0,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,15.4,10.2,13.1,22.0,301.0
2017.0,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,10.4,27.0,243.0
2003.0,SATURN,L200,MID-SIZE,2.2,4.0,A4,X,10.1,6.9,8.7,32.0,200.0
2006.0,SUZUKI,AERIO FASTBACK SX,STATION WAGON - SMALL,2.3,4.0,A4,X,9.5,7.1,8.4,34.0,193.0
2008.0,FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.6,8.0,A6,X,16.4,10.4,13.7,21.0,315.0
2007.0,SUBARU,LEGACY 2.5GT,COMPACT,2.5,4.0,AS5,Z,12.1,8.6,10.5,27.0,242.0
2017.0,BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8.0,AS8,Z,22.2,13.6,18.3,15.0,430.0
2009.0,DODGE,DURANGO 4X4 (MDS),SUV,5.7,8.0,A5,X,15.7,10.6,13.4,21.0,308.0
2014.0,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6.0,A6,E,17.9,11.6,15.1,19.0,242.0
2013.0,MERCEDES-BENZ,S 350 BLUETEC 4MATIC,FULL-SIZE,3.0,6.0,AS7,D,10.2,6.3,8.4,34.0,227.0
2014.0,JAGUAR,XJR LWB,FULL-SIZE,5.0,8.0,AS8,Z,14.2,8.6,11.7,24.0,269.0
2000.0,FORD,MUSTANG #,SUBCOMPACT,4.6,8.0,M5,X,14.1,8.9,11.8,24.0,271.0
2020.0,Land Rover,Range Rover Velar SVAutobiography Dynamic,SUV: Small,5.0,8.0,AS8,Z,15.2,11.5,13.5,21.0,318.0
2019.0,Volvo,S90 T6 AWD,Mid-size,2.0,4.0,AS8,Z,11.1,7.3,9.4,30.0,219.0
2013.0,BMW,135i COUPE,SUBCOMPACT,3.0,6.0,M6,Z,10.4,7.0,8.9,32.0,205.0
2002.0,HONDA,CIVIC,COMPACT,1.7,4.0,A4,X,7.9,5.8,7.0,40.0,161.0
2009.0,DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8.0,AS5,Z,16.0,10.6,13.6,21.0,313.0
2011.0,BMW,335i xDRIVE COUPE,SUBCOMPACT,3.0,6.0,M6,Z,11.0,7.5,9.4,30.0,216.0
2007.0,MERCEDES-BENZ,SLR #,TWO-SEATER,5.4,8.0,AS5,Z,18.8,12.4,15.9,18.0,366.0
2013.0,VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4.0,AS6,Z,9.5,6.7,8.2,34.0,189.0
2002.0,HYUNDAI,SANTA FE AWD,SUV,2.7,6.0,A4,X,12.6,9.3,11.1,25.0,255.0
2019.0,Mitsubishi,Outlander 4WD,SUV: Small,2.4,4.0,AV6,X,9.9,8.1,9.1,31.0,212.0
2017.0,DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258.0
2004.0,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.8,4.0,A4,X,13.6,9.4,11.7,24.0,269.0
2010.0,MITSUBISHI,OUTLANDER 4WD,SUV,3.0,6.0,AS6,Z,11.2,8.2,9.8,29.0,225.0
2006.0,HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,M5,X,9.6,6.3,8.2,34.0,189.0
2006.0,SUBARU,IMPREZA 2.5i SEDAN/WAGON AWD,SUBCOMPACT,2.5,4.0,M5,X,10.7,7.5,9.3,30.0,214.0
2016.0,CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,X,11.6,7.9,9.9,29.0,233.0
2005.0,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6.0,M5,X,15.9,10.8,13.6,21.0,313.0
2014.0,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,E,17.0,11.7,14.6,19.0,234.0
2001.0,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8.0,A4,X,19.4,13.5,16.7,17.0,384.0
2016.0,INFINITI,Q50S AWD,MID-SIZE,3.0,6.0,AS7,Z,12.9,9.0,11.1,25.0,262.0
2018.0,Lamborghini,Aventador Roadster,Two-seater,6.5,12.0,AM7,Z,24.2,14.5,19.8,14.0,464.0
2007.0,MERCEDES-BENZ,ML 63 AMG,SUV,6.2,8.0,A7,Z,20.1,13.9,17.3,16.0,398.0
2006.0,PONTIAC,G6,COMPACT,3.5,6.0,AS4,X,11.7,7.7,9.9,29.0,228.0
2003.0,GMC,SAVANA CARGO BI-FUEL,VAN - CARGO,6.0,8.0,A4,X,21.5,12.7,17.5,16.0,402.0
2009.0,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,3.5,6.0,AS6,X,12.9,7.4,10.4,27.0,239.0
2022.0,Honda,Passport AWD,SUV: Small,3.5,6.0,AS9,X,12.5,9.8,11.3,25.0,265.0
2005.0,JAGUAR,XKR #,SUBCOMPACT,4.2,8.0,A6,Z,14.8,9.5,12.4,23.0,285.0
2020.0,Aston Martin,DBS Superleggera,Minicompact,5.2,12.0,A8,Z,16.4,10.7,13.8,20.0,324.0
2004.0,JAGUAR,X-TYPE,SUBCOMPACT,3.0,6.0,M5,Z,12.9,7.8,10.6,27.0,244.0
2006.0,FORD,MUSTANG,COMPACT,4.6,8.0,A5,X,13.8,9.3,11.8,24.0,271.0
2021.0,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6.0,A8,X,12.0,9.8,11.0,26.0,258.0
2001.0,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.0,6.0,M5,X,14.6,11.0,13.0,22.0,299.0
2013.0,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS5,X,11.7,8.3,10.1,28.0,232.0
2011.0,TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,3.7,4.0,3.8,74.0,87.0
2009.0,TOYOTA,PRIUS,MID-SIZE,1.5,4.0,AV,X,4.0,4.2,4.1,69.0,94.0
2008.0,MINI,COOPER,MINICOMPACT,1.6,4.0,A6,Z,7.9,5.7,6.9,41.0,159.0
2009.0,KIA,MAGENTIS,MID-SIZE,2.4,4.0,M5,X,9.4,6.2,8.0,35.0,184.0
2005.0,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6.0,A4,E,15.0,10.6,13.0,22.0,208.0
2014.0,FORD,MUSTANG,SUBCOMPACT,3.7,6.0,A6,X,10.7,6.5,8.8,32.0,202.0
2019.0,Audi,RS 5 Sportback,Mid-size,2.9,6.0,AS8,Z,13.5,9.0,11.5,25.0,268.0
2006.0,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8.0,A5,X,15.6,10.9,13.5,21.0,310.0
2012.0,PORSCHE,CAYENNE,SUV,3.6,6.0,M6,Z,14.1,9.3,11.9,24.0,274.0
2020.0,Mercedes-Benz,GLE 350 4MATIC,SUV: Standard,2.0,4.0,A9,Z,12.1,8.8,10.6,27.0,249.0
2001.0,NISSAN,FRONTIER V6 #,PICKUP TRUCK - STANDARD,3.3,6.0,M5,Z,15.6,12.1,14.0,20.0,322.0
2000.0,VOLVO,S80 T-6,MID-SIZE,2.8,6.0,AS4,Z,13.5,8.7,11.3,25.0,260.0
2009.0,HUMMER,H3 4X4,SUV,3.7,5.0,A4,X,14.7,11.0,13.0,22.0,299.0
2020.0,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4.0,8.0,A9,Z,13.8,8.8,11.5,25.0,270.0
2002.0,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4.0,M5,X,10.7,8.5,9.7,29.0,223.0
2010.0,PORSCHE,911 GT3 RS,TWO-SEATER,3.8,6.0,M6,Z,15.2,9.7,12.7,22.0,292.0
